ID,AAC_A,AAC_C,AAC_D,AAC_E,AAC_F,AAC_G,AAC_H,AAC_I,AAC_K,AAC_L,AAC_M,AAC_N,AAC_P,AAC_Q,AAC_R,AAC_S,AAC_T,AAC_V,AAC_W,AAC_Y
N2992,10,0.71,2.14,11.43,3.57,3.57,3.57,2.86,4.29,7.14,4.29,5,4.29,5.71,3.57,8.57,7.86,8.57,1.43,1.43
,,,,,,,,,,,,,,,,,,,,
N2994,8.33,0,11.11,6.94,6.25,9.03,3.47,1.39,1.39,10.42,6.94,1.39,4.86,0.69,5.56,6.94,4.17,6.25,1.39,3.47
,,,,,,,,,,,,,,,,,,,,
N2996,9.14,0.54,4.84,4.84,6.18,7.8,0.54,4.84,3.76,6.72,1.61,4.84,4.3,3.76,4.03,12.63,6.99,7.8,0.54,4.3
,,,,,,,,,,,,,,,,,,,,
N2998,4.88,1.22,6.83,6.59,3.66,2.68,1.46,11.22,9.51,9.02,2.44,7.32,3.17,3.17,4.39,6.59,6.1,2.68,2.2,4.88
,,,,,,,,,,,,,,,,,,,,
N3000,4.19,0.76,5.14,7.43,6.48,6.29,2.1,6.86,5.71,11.43,2.1,6.1,4,2.67,4.95,8.76,4.38,6.86,0.76,3.05
,,,,,,,,,,,,,,,,,,,,
N3002,2.15,5.38,8.6,9.68,1.08,5.38,4.3,4.3,6.45,5.38,4.3,5.38,3.23,2.15,3.23,9.68,4.3,6.45,1.08,7.53
,,,,,,,,,,,,,,,,,,,,
N3004,8.33,2.08,0.69,2.78,5.56,7.64,2.08,14.58,0.69,12.5,3.47,1.39,2.78,1.39,6.25,9.03,4.86,6.94,0,6.94
,,,,,,,,,,,,,,,,,,,,
N3006,14.58,2.08,1.04,6.25,3.12,7.29,2.08,4.17,7.29,6.25,4.17,3.12,1.04,2.08,8.33,4.17,8.33,9.38,1.04,4.17
,,,,,,,,,,,,,,,,,,,,
N3008,5.88,1.47,8.82,4.41,1.47,5.88,2.94,2.94,8.82,7.35,5.88,4.41,1.47,1.47,10.29,4.41,5.88,11.76,1.47,2.94
,,,,,,,,,,,,,,,,,,,,
N3010,3.6,0.9,4.5,4.5,0.9,8.11,4.5,6.31,9.91,6.31,4.5,8.11,4.5,0.9,17.12,2.7,5.41,2.7,0.9,3.6
,,,,,,,,,,,,,,,,,,,,
N3012,6.25,0.89,5.36,0.89,5.36,2.68,2.68,4.46,5.36,16.07,0.89,2.68,5.36,4.46,4.46,8.93,9.82,8.04,1.79,3.57
,,,,,,,,,,,,,,,,,,,,
N3014,6.67,0,5.19,5.93,1.48,8.15,3.7,5.93,11.11,4.44,2.96,1.48,2.22,2.22,4.44,5.19,8.89,12.59,2.96,4.44
,,,,,,,,,,,,,,,,,,,,
N3016,8.28,2.37,4.14,5.33,5.33,7.1,2.37,4.14,8.88,6.51,5.92,2.96,1.78,4.14,4.73,8.88,6.51,8.28,0.59,1.78
,,,,,,,,,,,,,,,,,,,,
N3018,4.92,4.92,3.28,1.64,6.56,3.28,0,4.92,9.84,9.84,1.64,3.28,6.56,6.56,8.2,11.48,1.64,3.28,1.64,6.56
,,,,,,,,,,,,,,,,,,,,
N3020,4.39,1.41,3.29,2.04,6.9,5.17,2.51,8.93,7.99,9.87,3.61,9.72,2.19,2.82,3.13,6.43,5.02,5.64,2.19,6.74
,,,,,,,,,,,,,,,,,,,,
N3022,13.22,2.09,2.78,5.22,1.91,9.04,1.57,0.7,0.87,17.04,0.87,1.74,12,3.83,7.83,6.26,4.87,5.39,1.91,0.87
,,,,,,,,,,,,,,,,,,,,
N3024,46.34,0,3.66,2.44,3.66,2.44,0,2.44,2.44,7.32,2.44,2.44,6.1,1.22,2.44,3.66,8.54,1.22,1.22,0
,,,,,,,,,,,,,,,,,,,,
N3026,10.67,0,2.81,7.3,3.65,7.3,1.69,3.93,2.53,9.83,1.69,3.65,5.34,4.78,7.58,8.15,6.18,6.74,1.97,4.21
,,,,,,,,,,,,,,,,,,,,
N3028,7.84,1.49,4.85,3.92,5.04,6.9,3.36,4.1,4.29,11.19,2.05,3.54,6.9,3.92,4.48,8.21,5.97,5.97,2.43,3.54
,,,,,,,,,,,,,,,,,,,,
N3030,8.05,0.86,5.46,4.02,3.45,7.47,0.29,4.89,6.9,7.18,2.3,3.74,6.32,3.74,5.17,6.9,10.06,9.48,1.15,2.59
,,,,,,,,,,,,,,,,,,,,
N3032,8.9,2.65,4.55,6.44,4.92,6.06,2.08,4.55,7.2,9.09,1.89,5.49,4.92,2.27,3.03,8.52,4.55,8.52,0.57,3.79
,,,,,,,,,,,,,,,,,,,,
N3034,3.36,2.01,6.04,6.38,7.05,5.37,2.35,7.72,8.05,7.38,1.68,7.72,4.36,1.34,5.37,6.38,4.36,7.05,1.34,4.7
,,,,,,,,,,,,,,,,,,,,
N3036,5.44,2.04,6.12,2.72,1.36,5.44,0.68,4.08,4.08,11.56,4.08,3.4,4.08,4.08,4.76,9.52,12.24,8.16,3.4,2.72
,,,,,,,,,,,,,,,,,,,,
N3038,14.88,0,1.65,0.83,7.44,7.44,0,3.31,7.44,9.09,8.26,3.31,2.48,2.48,2.48,8.26,4.13,14.88,0.83,0.83
,,,,,,,,,,,,,,,,,,,,
N3040,4.07,0,0.81,8.94,6.5,7.32,1.63,2.44,7.32,6.5,4.07,4.88,4.07,0.81,8.94,19.51,7.32,4.07,0,0.81
,,,,,,,,,,,,,,,,,,,,
N3042,9.54,0.71,5.3,2.83,6.01,7.42,1.06,3.53,6.71,10.95,1.41,7.07,4.59,3.89,1.77,8.48,8.83,6.36,0.71,2.83
,,,,,,,,,,,,,,,,,,,,
N3044,7.39,1.33,7.58,5.87,2.84,6.63,1.14,4.36,10.04,9.85,1.7,3.41,3.6,3.79,5.49,9.09,6.82,6.44,0.19,2.46
,,,,,,,,,,,,,,,,,,,,
N3046,1.3,0,6.15,4.1,2.61,2.61,2.23,3.35,7.26,2.79,7.26,39.85,0.74,2.42,1.68,5.77,3.35,1.86,0.19,4.47
,,,,,,,,,,,,,,,,,,,,
N3048,3.95,0.76,6.69,5.32,4.26,4.79,1.06,10.19,8.14,8.67,1.9,9.2,4.03,3.27,2.89,7.53,5.55,4.79,0.99,6.01
,,,,,,,,,,,,,,,,,,,,
N3050,1.96,0.39,6.67,6.27,5.88,6.27,1.57,5.88,7.84,10.98,1.96,6.27,2.75,4.31,3.92,8.63,4.31,10.59,1.96,1.57
,,,,,,,,,,,,,,,,,,,,
N3052,6.45,1.08,6.45,9.68,4.3,4.3,5.38,7.53,12.9,10.75,2.15,4.3,1.08,2.15,2.15,4.3,3.23,6.45,1.08,4.3
,,,,,,,,,,,,,,,,,,,,
N3054,4.07,3.49,5.81,4.07,5.23,5.81,6.4,8.14,6.98,4.07,1.16,1.74,6.98,6.4,7.56,12.21,4.65,2.33,0.58,2.33
,,,,,,,,,,,,,,,,,,,,
N3056,0.6,1.79,4.76,6.55,3.57,7.14,1.19,10.12,13.1,11.31,0.6,5.36,4.17,3.57,2.38,10.71,7.14,2.98,0,2.98
,,,,,,,,,,,,,,,,,,,,
N3058,8.43,2.81,7.23,6.43,6.02,7.63,4.42,2.41,3.61,9.64,2.41,2.81,4.02,3.61,9.24,4.02,2.01,6.83,2.01,4.42
,,,,,,,,,,,,,,,,,,,,
N3060,6.09,0,9.57,5.22,5.22,10.43,1.74,6.09,1.74,5.22,4.35,2.61,4.35,3.48,8.7,5.22,7.83,6.96,4.35,0.87
,,,,,,,,,,,,,,,,,,,,
N3062,14.6,3.65,3.65,5.84,2.19,4.38,2.19,5.84,0,5.84,3.65,0.73,7.3,2.19,9.49,8.76,3.65,11.68,2.19,2.19
,,,,,,,,,,,,,,,,,,,,
N3064,8.42,1.05,7.37,5.26,4.21,5.26,7.37,5.26,6.32,11.58,1.05,4.21,2.11,4.21,9.47,6.32,2.11,5.26,0,3.16
,,,,,,,,,,,,,,,,,,,,
N3066,1.92,0.96,8.17,11.06,4.33,2.88,1.92,3.85,11.54,7.21,4.81,9.13,2.4,6.25,3.37,7.21,4.33,4.81,0.96,2.88
,,,,,,,,,,,,,,,,,,,,
N3068,10.06,2.37,2.37,8.28,0.59,10.65,0,4.14,5.33,9.47,1.78,2.96,4.14,1.78,2.96,10.65,10.65,8.88,0.59,2.37
,,,,,,,,,,,,,,,,,,,,
N3070,12.08,1.45,5.31,2.9,2.42,7.73,0.97,6.28,5.31,5.8,1.93,4.83,5.31,5.31,3.86,6.28,11.11,7.25,0,3.86
,,,,,,,,,,,,,,,,,,,,
N3072,7.24,0.27,6.03,5.23,2.28,10.32,1.34,4.96,4.42,7.24,1.61,7.77,3.89,4.29,4.96,6.57,8.85,5.76,2.68,4.29
,,,,,,,,,,,,,,,,,,,,
N3074,11.98,1.56,8.85,6.77,6.77,5.73,0,5.73,7.29,6.77,1.04,9.38,1.56,3.12,3.65,3.65,2.6,7.29,1.04,5.21
,,,,,,,,,,,,,,,,,,,,
N3076,4.36,1.09,6.91,6.18,3.64,4.73,2.18,9.45,8.73,9.09,0.73,4.36,5.45,2.18,5.09,7.64,6.91,8,0.36,2.91
,,,,,,,,,,,,,,,,,,,,
N3078,6.74,0.36,7.65,3.46,5.1,8.74,2.19,4.19,5.83,7.29,2.37,4.01,4.74,3.28,4.01,5.46,8.2,6.01,4.55,5.83
,,,,,,,,,,,,,,,,,,,,
N3080,5.12,2.36,4.33,2.76,5.12,3.15,2.76,5.51,3.94,9.84,1.18,4.33,4.72,5.12,12.6,11.02,6.3,4.72,1.57,3.54
,,,,,,,,,,,,,,,,,,,,
N3082,8.91,0,5.94,6.93,2.97,7.92,0,1.98,4.95,12.87,5.94,0.99,3.96,5.94,3.96,10.89,5.94,4.95,2.97,1.98
,,,,,,,,,,,,,,,,,,,,
N3084,6.96,0.46,5.1,2.78,6.26,4.18,0.93,7.66,3.94,10.21,2.55,5.34,3.48,3.25,3.71,11.37,10.44,6.26,0.7,4.41
,,,,,,,,,,,,,,,,,,,,
N3086,11.22,1.02,1.53,7.14,3.06,6.12,2.04,1.53,1.53,16.84,2.04,2.55,12.76,8.16,9.69,7.65,1.02,3.57,0,0.51
,,,,,,,,,,,,,,,,,,,,
N3088,8.47,0,6.78,3.39,6.78,3.39,0,8.47,5.08,6.78,1.69,1.69,1.69,0,13.56,10.17,6.78,8.47,0,6.78
,,,,,,,,,,,,,,,,,,,,
N3090,5.15,0,5.15,10.31,3.09,8.25,2.06,7.22,13.4,7.22,5.15,8.25,1.03,2.06,3.09,6.19,2.06,5.15,3.09,2.06
,,,,,,,,,,,,,,,,,,,,
N3092,7.51,0.49,6.28,2.96,2.83,12.19,0.74,2.34,4.06,8.13,1.72,5.3,3.69,3.45,4.06,12.19,8.13,8.5,1.85,3.57
,,,,,,,,,,,,,,,,,,,,
N3094,9.45,10.24,8.27,5.51,3.15,6.69,0.79,3.15,6.3,5.12,2.36,3.54,11.02,1.57,5.91,4.72,5.12,3.15,2.36,1.57
,,,,,,,,,,,,,,,,,,,,
N3096,9.26,0,3.7,8.33,3.7,5.56,2.78,2.78,1.85,12.96,2.78,5.56,0.93,11.11,4.63,8.33,5.56,4.63,3.7,1.85
,,,,,,,,,,,,,,,,,,,,
N3098,16.23,0,3.14,9.95,1.57,6.28,2.62,4.19,7.85,13.09,3.66,0.52,3.66,3.14,3.66,4.19,7.33,6.28,0.52,2.09
,,,,,,,,,,,,,,,,,,,,
N3100,9.94,1.2,4.19,6.95,4.79,6.11,1.8,6.59,3.95,10.54,1.2,4.43,3.59,3.83,7.54,7.31,4.43,8.86,0.96,1.8
,,,,,,,,,,,,,,,,,,,,
N3102,0,19.67,3.28,9.84,3.28,8.2,1.64,1.64,11.48,1.64,1.64,9.84,3.28,8.2,0,13.11,3.28,0,0,0
,,,,,,,,,,,,,,,,,,,,
N3104,8.32,0.22,4.81,5.47,4.38,5.69,1.97,4.6,6.78,11.6,1.31,7.88,2.84,4.16,3.28,10.28,5.91,7.22,1.53,1.75
,,,,,,,,,,,,,,,,,,,,
N3106,6.01,0.48,6.49,6.49,5.77,4.81,1.92,2.88,7.93,9.86,1.44,5.77,5.29,6.49,5.29,8.65,5.29,5.77,0.48,2.88
,,,,,,,,,,,,,,,,,,,,
N3108,7.98,1.88,6.1,8.45,3.76,4.69,2.35,1.88,8.45,5.16,1.88,3.76,1.88,3.29,9.86,11.27,7.51,2.82,3.76,3.29
,,,,,,,,,,,,,,,,,,,,
N3110,9.19,0.74,6.99,4.41,4.04,6.25,2.94,5.51,7.72,9.19,3.31,4.41,5.51,2.57,2.57,7.72,5.15,5.88,2.94,2.94
,,,,,,,,,,,,,,,,,,,,
N3112,6.74,0,4.49,3,1.87,18.73,0.37,4.12,4.49,5.24,1.87,7.87,4.12,4.12,3,6.37,9.36,6.74,4.49,3
,,,,,,,,,,,,,,,,,,,,
N3114,10.53,0,0,3.51,7.02,7.02,1.75,10.53,0,15.79,1.75,5.26,5.26,1.75,5.26,8.77,3.51,8.77,1.75,1.75
,,,,,,,,,,,,,,,,,,,,
N3116,15,0,2.27,6.36,5,7.27,1.36,3.18,4.55,8.64,0.45,4.55,3.18,6.36,7.27,7.27,3.64,8.18,0.91,4.55
,,,,,,,,,,,,,,,,,,,,
N3118,7.05,1.36,6.23,4.88,2.98,7.86,2.44,7.86,7.32,8.67,3.52,5.69,5.15,2.98,1.63,8.94,5.15,5.42,1.63,3.25
,,,,,,,,,,,,,,,,,,,,
N3120,11.95,1.03,4.94,7.93,3.68,6.09,1.72,5.75,7.01,8.97,1.61,2.18,4.94,3.79,3.79,7.59,6.09,8.51,0.57,1.84
,,,,,,,,,,,,,,,,,,,,
N3122,6.25,3.57,5.36,4.46,5.36,6.25,2.68,1.79,3.57,15.18,2.68,1.79,9.82,1.79,7.14,9.82,2.68,6.25,0.89,2.68
,,,,,,,,,,,,,,,,,,,,
N3124,6.12,0,3.4,3.4,2.04,6.8,3.4,1.36,2.72,6.12,1.36,4.08,14.29,8.84,10.2,10.2,5.44,1.36,4.08,4.76
,,,,,,,,,,,,,,,,,,,,
N3126,9.84,0.52,5.44,5.7,4.92,5.96,2.07,5.44,5.7,10.36,2.85,4.4,4.15,3.63,2.85,7.51,9.07,4.92,0.52,4.15
,,,,,,,,,,,,,,,,,,,,
N3128,7.18,2.59,5.75,6.61,5.17,7.76,2.3,4.02,2.87,8.33,2.59,3.45,4.89,7.18,4.89,6.32,5.75,7.76,0.86,3.74
,,,,,,,,,,,,,,,,,,,,
N3130,9.38,0.69,4.51,5.9,5.56,5.56,2.78,4.17,3.12,12.15,2.43,3.82,3.47,4.86,9.38,6.94,4.86,5.56,1.04,3.82
,,,,,,,,,,,,,,,,,,,,
N3132,4.27,1.42,5.21,8.06,5.69,5.69,1.42,7.58,8.53,8.53,3.32,5.21,7.11,3.32,5.21,6.16,4.27,4.74,1.42,2.84
,,,,,,,,,,,,,,,,,,,,
N3134,9.85,0.91,8.49,3.83,2.83,8.12,2.01,3.47,3.83,7.85,1.92,3.83,4.74,4.65,5.66,8.85,6.39,7.39,1.64,3.74
,,,,,,,,,,,,,,,,,,,,
N3136,6.03,1.03,6.16,4.24,3.34,6.03,3.08,6.93,5.91,9.37,1.41,7.57,3.59,1.93,3.98,11.04,7.06,6.55,1.41,3.34
,,,,,,,,,,,,,,,,,,,,
N3138,3.3,5.49,7.69,24.18,3.3,2.2,4.4,0,5.49,12.09,2.2,2.2,2.2,3.3,6.59,4.4,5.49,5.49,0,0
,,,,,,,,,,,,,,,,,,,,
N3140,20.79,1.69,6.74,3.93,1.12,9.55,1.12,3.37,6.74,6.74,1.69,1.69,7.3,2.25,11.24,3.93,2.25,5.62,0.56,1.69
,,,,,,,,,,,,,,,,,,,,
N3142,4.68,1.17,7.02,11.7,3.51,6.43,1.17,8.19,9.36,7.6,2.34,1.75,7.02,5.26,6.43,4.68,3.51,7.02,0,1.17
,,,,,,,,,,,,,,,,,,,,
N3144,9.19,0.79,5.51,8.92,2.36,4.99,2.62,5.25,5.51,6.56,4.99,3.67,4.46,4.46,6.04,6.56,6.04,6.56,1.31,4.2
,,,,,,,,,,,,,,,,,,,,
N3146,13.25,4.82,7.23,7.23,2.41,7.23,3.61,0,2.41,7.23,1.2,2.41,7.23,3.61,9.64,6.02,4.82,7.23,1.2,1.2
,,,,,,,,,,,,,,,,,,,,
N3148,6.56,4.92,6.32,5.68,3.96,7.72,2,3.2,4.92,8,0.92,3.92,5.52,3.32,5.16,8.68,7,7.16,1.12,3.88
,,,,,,,,,,,,,,,,,,,,
N3150,9.45,0.38,6.05,6.24,3.97,8.13,1.51,2.84,5.29,15.5,1.7,3.21,4.54,4.73,4.35,9.07,3.97,4.91,2.46,1.7
,,,,,,,,,,,,,,,,,,,,
N3152,8.27,0.75,3.76,1.88,3.38,25.56,3.38,4.89,1.5,3.01,1.88,4.89,3.76,3.38,4.89,6.77,3.01,7.52,3.38,4.14
,,,,,,,,,,,,,,,,,,,,
N3154,7.56,0.22,4.44,5.11,4.89,7.78,1.56,5.56,4,14,3.33,4,4.44,3.56,3.78,6.89,6.44,7.56,2.89,2
,,,,,,,,,,,,,,,,,,,,
N3156,11,0.32,6.8,4.21,4.21,8.25,0.97,5.18,5.5,8.58,2.59,4.21,3.72,3.88,4.53,7.77,5.5,7.77,1.78,3.24
,,,,,,,,,,,,,,,,,,,,
N3158,4.18,0.8,4.78,7.37,5.18,5.78,1,9.76,10.36,10.96,1.79,8.76,2.39,3.19,1.59,9.16,5.18,5.78,0.6,1.39
,,,,,,,,,,,,,,,,,,,,
N3160,7.32,0.49,3.41,6.34,4.88,10.73,2.44,3.41,6.83,9.76,4.39,6.34,5.37,2.93,5.37,2.44,5.85,7.8,0.49,3.41
,,,,,,,,,,,,,,,,,,,,
N3162,6.14,1.69,8.05,6.36,5.08,5.51,1.06,8.05,9.11,9.11,1.91,5.93,1.48,6.14,5.51,5.93,5.08,4.24,0.85,2.75
,,,,,,,,,,,,,,,,,,,,
N3164,9.76,3.79,5.83,5.83,3.39,9.21,2.71,2.17,3.52,9.62,1.49,3.12,5.01,3.66,5.83,7.45,4.2,8.27,1.36,3.79
,,,,,,,,,,,,,,,,,,,,
N3166,5.7,1.43,5.4,8.04,2.65,9.27,2.44,3.56,4.79,8.96,2.65,3.77,6.72,2.55,6.21,7.23,6.52,7.74,2.04,2.34
,,,,,,,,,,,,,,,,,,,,
N3168,7.81,3.12,2.34,3.91,4.69,9.38,0.78,6.25,7.03,14.06,3.12,6.25,4.69,0.78,5.47,3.91,5.47,6.25,3.12,1.56
,,,,,,,,,,,,,,,,,,,,
N3170,3.6,1.8,3.6,1.8,7.21,7.21,0,6.31,5.41,11.71,6.31,3.6,3.6,0,4.5,6.31,5.41,6.31,6.31,9.01
,,,,,,,,,,,,,,,,,,,,
N3172,7.26,0.95,13.25,10.41,2.52,2.21,4.73,2.21,5.68,6.31,0.95,2.21,4.73,4.73,3.15,17.67,3.79,5.36,0.32,1.58
,,,,,,,,,,,,,,,,,,,,
N3174,4.91,7.67,6.13,11.35,2.76,7.36,0,1.23,12.27,3.37,1.53,2.15,8.28,0.92,5.52,11.96,6.75,4.91,0,0.92
,,,,,,,,,,,,,,,,,,,,
N3176,6.57,10.95,5.11,4.38,2.92,8.03,0.73,5.11,5.84,6.57,2.92,5.84,5.11,3.65,4.38,8.03,2.92,8.76,0,2.19
,,,,,,,,,,,,,,,,,,,,
N3178,5.37,1.13,2.82,8.19,4.8,4.24,1.98,9.04,9.04,8.47,1.41,5.93,3.67,3.95,6.5,6.78,5.65,4.52,1.98,4.52
,,,,,,,,,,,,,,,,,,,,
N3180,14.42,5.85,2.53,3.31,1.56,7.41,5.85,2.34,7.8,4.48,0.58,5.46,6.82,12.87,3.7,3.9,3.31,5.07,0.39,2.34
,,,,,,,,,,,,,,,,,,,,
N3182,3.91,0.2,6.46,5.87,3.91,5.28,3.13,7.24,8.81,10.96,2.54,6.46,4.7,4.31,2.94,6.85,5.48,7.24,0.78,2.94
,,,,,,,,,,,,,,,,,,,,
N3184,3.97,0.79,5.56,4.76,3.97,7.14,1.59,2.38,6.35,13.49,3.17,3.17,8.73,4.76,5.56,11.9,2.38,7.94,0,2.38
,,,,,,,,,,,,,,,,,,,,
N3186,6.12,3.29,4.71,6.12,4.47,5.88,3.06,4.24,5.41,11.53,3.76,4,5.18,4,4.24,5.65,5.18,7.06,1.18,4.94
,,,,,,,,,,,,,,,,,,,,
N3188,5.33,2.09,4.18,6.14,4.56,6.01,2.09,6.52,4.99,9.93,1.53,5.24,5.41,4.13,3.66,8.86,6.05,7.07,2.22,4.01
,,,,,,,,,,,,,,,,,,,,
N3190,4.83,1.73,5.93,4.74,3.56,5.01,4.01,6.29,4.01,14.86,2.64,7.93,5.1,4.01,5.74,5.65,6.2,4.56,1.28,1.91
,,,,,,,,,,,,,,,,,,,,
N3192,7.23,0,0,4.82,8.43,7.23,0,16.87,4.82,8.43,4.82,2.41,2.41,2.41,2.41,9.64,4.82,7.23,4.82,1.2
,,,,,,,,,,,,,,,,,,,,
N3194,3.47,0.58,2.31,2.89,6.36,8.67,0.58,14.45,6.36,13.29,4.62,1.16,2.31,3.47,3.47,8.09,4.05,8.09,2.31,3.47
,,,,,,,,,,,,,,,,,,,,
N3196,5.05,2.27,6.57,4.29,3.54,5.3,3.28,8.59,6.06,11.11,0.76,4.8,6.82,4.55,4.8,5.3,5.3,6.57,0.76,4.29
,,,,,,,,,,,,,,,,,,,,
N3198,5.62,1.93,6.58,5.94,3.85,7.22,4.17,4.33,3.53,7.38,1.93,4.17,6.42,3.69,4.33,6.1,8.03,8.03,1.44,5.3
,,,,,,,,,,,,,,,,,,,,
N3200,6.01,3,4.5,4.2,4.5,5.71,3,4.5,2.7,9.91,4.5,3,6.61,3.6,9.01,7.51,5.11,6.01,0.6,6.01
,,,,,,,,,,,,,,,,,,,,
N3202,7.3,0,4.44,5.4,5.08,9.21,4.76,4.76,2.86,4.76,0.95,4.44,3.49,5.4,6.03,8.89,8.57,9.21,2.22,2.22
,,,,,,,,,,,,,,,,,,,,
N3204,8.66,0,1.57,0.79,7.09,5.51,1.57,8.66,6.3,15.75,3.15,2.36,2.36,3.94,3.94,3.94,7.87,7.87,3.15,5.51
,,,,,,,,,,,,,,,,,,,,
N3206,6.41,1.42,7.47,6.41,3.56,10.32,3.2,3.2,1.42,8.9,3.2,3.91,3.56,2.14,11.39,4.63,4.27,9.96,2.14,2.49
,,,,,,,,,,,,,,,,,,,,
N3208,8.82,0.82,5.44,5.85,2.97,7.49,2.67,7.9,8,8.51,2.05,4.21,5.33,2.87,4.31,6.56,5.33,8,0.31,2.56
,,,,,,,,,,,,,,,,,,,,
N3210,6.18,4.79,4.93,5.55,3.68,5.2,2.43,8.4,8.05,8.12,1.87,4.65,3.4,3.05,3.47,7.29,6.73,5.97,1.04,5.2
,,,,,,,,,,,,,,,,,,,,
N3212,5.56,0.22,5.56,4.44,5.78,7.11,2.67,3.56,5.11,9.11,1.56,3.56,4.22,3.11,8.44,7.33,6.22,10.67,1.56,4.22
,,,,,,,,,,,,,,,,,,,,
N3214,7.43,2.53,9.12,9.63,4.9,6.76,3.55,2.53,1.35,9.12,2.87,2.87,4.22,2.7,10.81,2.87,3.72,7.6,2.36,3.04
,,,,,,,,,,,,,,,,,,,,
N3216,5.25,4.14,2.49,4.14,5.8,4.42,2.49,6.63,3.87,11.6,3.59,6.63,2.76,3.04,4.97,3.87,6.91,9.67,2.21,5.52
,,,,,,,,,,,,,,,,,,,,
N3218,6.88,3.64,3.24,4.86,4.05,4.86,2.43,1.62,2.02,10.12,0.81,2.02,5.26,2.43,10.12,13.77,4.05,10.12,3.64,4.05
,,,,,,,,,,,,,,,,,,,,
N3220,13.36,1.37,7.53,4.45,2.4,8.22,2.05,6.51,4.45,8.9,1.71,1.37,4.79,4.45,7.53,3.77,8.56,7.53,0.34,0.68
,,,,,,,,,,,,,,,,,,,,
N3222,4.25,0.77,8.88,9.27,7.72,2.32,1.54,8.49,6.56,12.36,1.54,6.56,2.7,3.09,4.25,7.34,5.41,3.09,1.16,2.7
,,,,,,,,,,,,,,,,,,,,
N3224,3.64,0.44,5.1,10.35,7.58,5.39,2.48,6.41,8.31,9.18,1.75,4.81,4.37,2.19,3.35,5.83,3.35,6.56,2.48,6.41
,,,,,,,,,,,,,,,,,,,,
N3226,5.44,0,3.35,11.3,2.72,3.97,1.26,7.11,7.95,13.18,1.26,4.39,2.72,5.23,5.44,6.9,5.65,8.58,0.84,2.72
,,,,,,,,,,,,,,,,,,,,
N3228,10.23,0,5.11,5.11,2.84,11.36,3.41,2.84,2.84,3.41,2.84,3.41,10.8,3.41,6.82,11.36,8.52,3.98,1.14,0.57
,,,,,,,,,,,,,,,,,,,,
N3230,13.33,0,0,0,5,1.67,1.67,10,10,10,1.67,3.33,8.33,5,5,5,3.33,6.67,3.33,6.67
,,,,,,,,,,,,,,,,,,,,
N3232,8.04,2.23,6.7,3.57,2.68,7.14,1.79,4.46,3.12,9.82,0.45,2.23,9.82,2.68,10.27,5.36,7.14,7.14,1.79,3.57
,,,,,,,,,,,,,,,,,,,,
N3234,10.46,5.36,4.83,4.02,3.49,6.43,1.88,3.22,1.07,11.26,0.8,1.88,11.8,2.14,8.58,5.9,6.7,6.7,2.14,1.34
,,,,,,,,,,,,,,,,,,,,
N3236,14.75,1.84,3.46,2.53,3.46,13.13,2.07,1.61,0.69,11.75,1.38,0.92,10.83,2.07,7.83,4.15,4.15,9.45,2.3,1.61
,,,,,,,,,,,,,,,,,,,,
N3238,2.41,1.2,1.2,7.23,2.41,4.82,0,6.02,7.23,15.66,4.82,3.61,6.02,2.41,8.43,13.25,6.02,4.82,1.2,1.2
,,,,,,,,,,,,,,,,,,,,
N3240,8.16,0.68,8.84,8.16,2.04,6.12,1.36,6.12,7.48,10.2,2.04,2.04,2.04,6.12,9.52,5.44,4.76,4.76,2.72,1.36
,,,,,,,,,,,,,,,,,,,,
N3242,7.54,0,5.94,4.64,2.61,7.54,3.77,4.64,8.12,5.22,1.88,7.54,4.64,6.96,3.77,7.54,7.83,5.51,1.01,3.33
,,,,,,,,,,,,,,,,,,,,
N3244,6.35,0.61,4.92,7.58,2.87,7.17,4.1,4.51,6.15,9.63,1.23,4.51,4.71,2.05,3.89,7.38,9.02,7.58,1.64,4.1
,,,,,,,,,,,,,,,,,,,,
N3246,3.81,0.6,0.48,1.79,0.48,19.31,0.6,0.48,0.95,4.53,0.36,0,12.87,34.8,1.19,5.48,3.1,2.62,1.07,5.48
,,,,,,,,,,,,,,,,,,,,
N3248,4.81,1.44,3.37,2.88,3.85,9.62,1.44,3.85,5.77,4.81,1.92,4.81,3.85,5.77,12.5,12.02,5.77,8.17,0.96,2.4
,,,,,,,,,,,,,,,,,,,,
N3250,18.5,0.31,4.08,6.74,1.57,8.31,0.94,5.49,5.33,8.93,1.72,1.57,7.99,4.39,3.76,6.43,3.29,9.56,0.31,0.78
,,,,,,,,,,,,,,,,,,,,
N3252,2.65,1.86,6.63,5.84,7.69,6.9,1.86,9.81,9.55,7.69,1.33,6.1,3.71,1.86,2.65,6.63,7.43,5.31,0.8,3.71
,,,,,,,,,,,,,,,,,,,,
N3254,5.68,1.26,3.47,4.42,1.89,7.57,3.15,5.05,6.31,7.89,2.21,5.68,6.94,2.84,5.68,11.04,6.94,7.89,1.26,2.84
,,,,,,,,,,,,,,,,,,,,
N3256,7.02,1.9,5.69,6.26,3.98,5.31,2.28,7.78,7.4,9.3,1.71,4.93,4.36,3.42,3.61,8.54,5.69,8.16,0.38,2.28
,,,,,,,,,,,,,,,,,,,,
N3258,6.45,0.79,5.32,4.75,5.43,7.24,1.58,7.47,3.85,7.81,2.26,6.45,3.96,3.62,3.85,11.43,7.24,6.56,0.79,3.17
,,,,,,,,,,,,,,,,,,,,
