ID,AAC_A,AAC_C,AAC_D,AAC_E,AAC_F,AAC_G,AAC_H,AAC_I,AAC_K,AAC_L,AAC_M,AAC_N,AAC_P,AAC_Q,AAC_R,AAC_S,AAC_T,AAC_V,AAC_W,AAC_Y
D2622,6.87,0,7.22,8.93,3.44,1.37,1.03,7.22,7.22,7.9,1.72,8.25,4.81,4.47,3.78,14.09,5.84,3.09,1.03,1.72
,,,,,,,,,,,,,,,,,,,,
D2624,8.14,1.43,5.39,4.4,3.52,5.5,2.75,3.3,2.86,7.81,2.53,4.4,9.24,6.93,6.82,8.69,6.05,5.94,1.65,2.64
,,,,,,,,,,,,,,,,,,,,
D2626,7.1,0.55,4.92,7.65,4.92,7.1,1.09,4.92,4.92,4.37,2.73,12.57,3.28,7.1,5.46,8.74,3.83,3.83,0.55,4.37
,,,,,,,,,,,,,,,,,,,,
D2628,8.53,0.39,3.88,13.95,2.71,3.1,2.33,1.94,8.14,10.47,3.49,5.81,4.65,7.75,5.81,5.04,4.65,5.04,0.78,1.55
,,,,,,,,,,,,,,,,,,,,
D2630,6.83,2.48,3.31,4.35,4.55,8.28,2.28,6.42,1.66,9.11,1.66,6.63,4.97,4.97,7.87,5.59,8.7,5.59,1.86,2.9
,,,,,,,,,,,,,,,,,,,,
D2632,11.43,1.43,1.43,7.14,0,8.57,4.29,10,2.86,14.29,4.29,2.86,11.43,1.43,5.71,7.14,4.29,1.43,0,0
,,,,,,,,,,,,,,,,,,,,
D2634,4.05,1.73,7.34,10.43,2.13,4.82,1.77,4.21,11.8,7.06,2.37,5.02,3.65,4.65,5.14,11.08,5.1,4.98,0.6,2.09
,,,,,,,,,,,,,,,,,,,,
D2636,6.8,1.85,4.36,6.96,4.19,5.7,3.27,7.8,7.8,9.23,2.27,3.94,3.94,3.69,4.7,6.46,5.7,5.79,1.01,4.53
,,,,,,,,,,,,,,,,,,,,
D2638,12.22,0.83,4.72,4.17,1.11,6.11,1.94,5,3.06,11.39,2.78,3.33,3.89,7.78,5.28,8.89,5.28,9.44,0.56,2.22
,,,,,,,,,,,,,,,,,,,,
D2640,7.76,0.86,6.9,8.62,2.59,4.31,0,6.03,6.9,14.66,1.72,1.72,2.59,6.03,6.03,7.76,8.62,1.72,1.72,3.45
,,,,,,,,,,,,,,,,,,,,
D2642,11.42,0.91,5.48,6.85,1.37,5.48,2.28,3.65,5.02,14.16,1.83,4.57,2.74,5.94,4.57,3.2,10.05,6.85,0.91,2.74
,,,,,,,,,,,,,,,,,,,,
D2644,4.18,0.64,7.4,7.72,3.54,5.47,1.29,8.36,9.32,9.97,3.22,8.68,1.29,4.18,4.18,5.79,5.47,5.79,0.32,3.22
,,,,,,,,,,,,,,,,,,,,
D2646,7.58,3.03,1.52,1.52,4.55,7.58,0,1.52,0,15.15,3.03,4.55,6.06,0,12.12,7.58,10.61,9.09,3.03,1.52
,,,,,,,,,,,,,,,,,,,,
D2648,7.55,1.04,5.73,7.81,2.08,6.25,2.08,3.12,2.86,17.19,0.78,3.39,2.6,7.55,9.38,4.69,5.73,6.25,1.82,2.08
,,,,,,,,,,,,,,,,,,,,
D2650,4.88,0.53,5.17,9.64,4.64,6.58,1.47,8.11,10.81,9.11,1.59,4.23,3.53,1.47,5.88,4.82,4,7.05,1.35,5.17
,,,,,,,,,,,,,,,,,,,,
D2652,8.2,0,6.64,9.77,5.86,5.08,0,7.42,7.42,8.98,1.95,1.56,3.91,0.78,5.47,8.98,5.47,8.98,0.39,3.12
,,,,,,,,,,,,,,,,,,,,
D2654,4.8,0.96,9.35,14.39,4.8,5.04,0.96,5.76,6.71,9.35,0.96,4.56,5.28,6.71,3.36,5.52,4.32,3.84,0.96,2.4
,,,,,,,,,,,,,,,,,,,,
D2656,6.7,1.79,4.02,3.12,2.68,3.57,4.02,9.82,12.5,6.7,1.34,4.02,2.23,4.46,7.14,5.36,4.46,4.91,2.23,8.93
,,,,,,,,,,,,,,,,,,,,
D2658,3.92,1.77,6.46,5.7,4.18,4.3,2.03,5.57,7.97,10.63,1.9,9.24,3.92,3.54,3.67,10.63,5.57,4.81,0.89,3.29
,,,,,,,,,,,,,,,,,,,,
D2660,9.56,0.82,5.86,7.81,4.42,4.32,2.26,6.89,4.32,12.13,2.47,5.04,3.6,6.78,6.37,5.34,4.11,5.34,1.03,1.54
,,,,,,,,,,,,,,,,,,,,
D2662,5.77,0,0,11.54,1.92,7.69,0,5.77,11.54,9.62,3.85,5.77,1.92,5.77,1.92,3.85,7.69,11.54,0,3.85
,,,,,,,,,,,,,,,,,,,,
D2664,6.51,0.42,4.3,6.09,1.57,5.04,1.89,5.14,6.19,8.08,2.73,5.35,7.14,8.18,4.93,12.38,4.51,6.3,1.47,1.78
,,,,,,,,,,,,,,,,,,,,
D2666,4.35,1.24,6.83,6.83,3.73,9.94,0.62,3.73,6.83,6.83,3.73,2.48,3.11,3.11,4.35,11.8,4.35,9.32,1.24,5.59
,,,,,,,,,,,,,,,,,,,,
D2668,5.39,2.99,6.59,7.19,2.4,4.79,2.4,8.38,8.38,7.78,3.59,5.99,2.99,4.19,5.39,4.79,5.99,7.78,0,2.99
,,,,,,,,,,,,,,,,,,,,
D2670,3.47,0.99,5.7,10.23,4.22,4.96,1.18,10.48,12.34,10.35,1.55,5.77,2.54,1.18,4.77,4.77,3.91,6.01,0.81,4.77
,,,,,,,,,,,,,,,,,,,,
D2672,7.16,0.9,5.37,7.42,4.48,7.29,2.94,4.73,3.84,10.36,2.17,3.2,6.01,5.24,8.06,3.84,5.12,5.63,2.05,4.22
,,,,,,,,,,,,,,,,,,,,
D2674,11.93,0.1,3.6,2.67,2.47,8.44,7.51,1.54,3.29,8.13,1.85,7.51,10.6,5.76,3.19,9.88,5.56,3.6,0.41,1.95
,,,,,,,,,,,,,,,,,,,,
D2676,4.76,9.52,6.23,8.42,4.76,11.36,1.47,4.03,2.93,11.36,0.73,2.2,6.96,4.03,3.66,5.13,5.13,3.3,1.47,2.56
,,,,,,,,,,,,,,,,,,,,
D2678,8.36,0.92,5.88,7.08,3.86,8.09,2.02,6.43,6.89,7.63,2.39,4.14,3.49,3.12,4.04,7.9,6.34,7.44,0.83,3.12
,,,,,,,,,,,,,,,,,,,,
D2680,6.51,0.96,4.6,8.24,3.64,4.21,1.53,7.47,4.79,9,1.92,6.51,4.98,4.6,6.51,7.28,6.32,5.56,2.49,2.87
,,,,,,,,,,,,,,,,,,,,
D2682,6.18,0.75,4.9,8.64,4.26,4.48,3.41,9.06,8.32,10.87,2.77,5.12,2.77,3.62,3.2,6.72,5.44,6.61,0.43,2.45
,,,,,,,,,,,,,,,,,,,,
D2684,10.38,0.88,2.01,2.45,1.38,7.11,1.89,3.9,3.84,6.42,2.08,3.84,6.67,18.12,1.83,9.5,10.82,6.1,0.19,0.57
,,,,,,,,,,,,,,,,,,,,
D2686,5.84,1.95,4.29,7.53,3.64,4.94,1.69,5.32,6.1,10.91,3.51,4.94,4.42,7.66,4.55,6.62,6.1,5.32,1.95,2.73
,,,,,,,,,,,,,,,,,,,,
D2688,4.48,0.6,6.81,6.29,3.62,5.09,1.38,7.5,10.78,8.36,1.47,5.69,2.59,3.19,5.52,8.36,6.47,7.5,1.29,3.02
,,,,,,,,,,,,,,,,,,,,
D2690,6.95,0.14,7.53,7.53,2.89,5.35,2.32,4.49,4.92,8.25,3.76,6.51,4.78,7.09,4.92,10.56,4.05,5.5,0.43,2.03
,,,,,,,,,,,,,,,,,,,,
D2692,3.3,0.73,3.66,12.82,5.13,5.86,1.83,8.79,9.89,9.16,1.83,4.03,2.2,4.4,3.3,4.4,5.13,5.49,0,8.06
,,,,,,,,,,,,,,,,,,,,
D2694,8.53,0.47,5.21,8.06,2.37,5.69,1.42,11.37,10.43,8.53,3.32,8.53,0.95,1.42,4.27,4.74,5.69,6.16,0,2.84
,,,,,,,,,,,,,,,,,,,,
D2696,5.12,0.68,4.78,8.53,3.41,5.12,3.41,8.53,7.85,10.92,3.07,2.73,4.1,7.51,3.41,4.44,5.8,5.46,2.39,2.73
,,,,,,,,,,,,,,,,,,,,
D2698,12.11,0.42,6.05,7.1,1.88,10.65,2.3,1.88,2.09,10.44,1.88,0,7.1,1.46,9.6,6.47,6.89,9.39,0.63,1.67
,,,,,,,,,,,,,,,,,,,,
D2700,13.04,0.72,5.07,7.97,3.62,5.8,1.45,7.25,5.07,14.49,3.62,2.9,5.07,4.35,2.9,5.07,5.07,4.35,0.72,1.45
,,,,,,,,,,,,,,,,,,,,
D2702,12.58,0.98,4.47,6.82,2.2,7.35,1.82,5.23,3.03,11.82,2.05,3.71,5.38,5.53,6.59,5.3,5,6.29,0.91,2.95
,,,,,,,,,,,,,,,,,,,,
D2704,6.27,1.41,6.62,8.74,2.54,6.48,1.41,3.59,6.69,10.22,1.76,3.88,5.99,5.21,8.39,7.89,4.09,5.07,0.92,2.82
,,,,,,,,,,,,,,,,,,,,
D2706,10.83,0,3.82,0.64,8.28,5.1,0,7.01,7.01,15.92,1.91,3.82,1.91,1.27,1.91,6.37,8.28,10.83,1.27,3.82
,,,,,,,,,,,,,,,,,,,,
D2708,6.49,1.62,4.55,6.49,5.19,2.6,2.6,5.84,7.14,10.71,2.92,3.25,4.87,5.19,5.52,6.49,6.82,6.82,0.97,3.9
,,,,,,,,,,,,,,,,,,,,
D2710,3.85,0,0,2.56,0,2.56,0,0,5.13,3.85,3.85,1.28,1.28,0,56.41,11.54,0,1.28,0,6.41
,,,,,,,,,,,,,,,,,,,,
D2712,12.4,3.46,3.66,3.25,4.88,9.15,3.46,1.42,3.05,9.55,0.41,2.85,10.98,3.66,5.08,15.04,4.67,1.02,0,2.03
,,,,,,,,,,,,,,,,,,,,
D2714,4.1,0.82,4.1,11.48,4.92,4.1,1.64,4.1,16.39,15.57,2.46,1.64,0.82,4.92,4.92,4.1,3.28,5.74,0,4.92
,,,,,,,,,,,,,,,,,,,,
D2716,11.42,1.23,4.94,6.79,0.62,6.48,3.4,5.86,3.09,12.65,0.93,3.7,3.7,6.17,8.33,7.72,4.94,5.56,0.31,2.16
,,,,,,,,,,,,,,,,,,,,
D2718,8.25,2.06,3.87,10.57,2.32,6.7,3.35,3.61,17.01,4.38,1.29,5.15,4.64,6.19,3.87,6.19,3.35,4.64,1.29,1.29
,,,,,,,,,,,,,,,,,,,,
D2720,18.34,1.16,5.48,5.68,1.85,10.75,1.85,1.23,0.89,7.67,0.75,0.89,12.32,2.05,10.54,9.31,2.33,4.65,1.1,1.16
,,,,,,,,,,,,,,,,,,,,
D2722,6.95,2.32,4.97,6.95,1.99,4.97,4.14,2.65,4.47,8.28,1.99,4.47,8.77,5.3,7.95,9.27,7.95,3.64,1.16,1.82
,,,,,,,,,,,,,,,,,,,,
D2724,8.7,1.58,5.54,6.33,3.16,8.02,1.92,4.63,3.73,10.4,2.26,3.5,5.42,4.97,8.25,7.68,4.07,6.55,0.45,2.82
,,,,,,,,,,,,,,,,,,,,
D2726,8.7,0,5.43,4.35,2.17,5.43,3.26,7.61,7.61,6.52,4.35,3.26,7.61,2.17,7.61,9.78,6.52,1.09,4.35,2.17
,,,,,,,,,,,,,,,,,,,,
D2728,14.17,0.81,7.69,4.45,3.24,7.69,2.02,4.86,2.43,12.96,0.81,0,6.07,2.43,9.72,6.88,4.45,7.29,0,2.02
,,,,,,,,,,,,,,,,,,,,
D2730,5.17,1.86,7.03,9.42,3.58,4.91,1.72,5.17,9.81,7.43,2.25,5.04,4.24,2.25,7.16,6.37,4.51,7.16,1.59,3.32
,,,,,,,,,,,,,,,,,,,,
D2732,8.28,0.69,4.83,9.66,4.83,3.45,0.69,10.34,10.34,11.03,0.69,4.14,2.07,2.76,6.9,5.52,4.83,7.59,0.69,0.69
,,,,,,,,,,,,,,,,,,,,
D2734,13.77,0.72,7.97,5.8,2.17,5.07,2.9,5.07,1.45,9.42,2.17,0.72,4.35,4.35,9.42,9.42,6.52,4.35,2.9,1.45
,,,,,,,,,,,,,,,,,,,,
D2736,4.38,1.93,3.56,5.6,3.05,4.58,2.55,9.06,6.72,13.14,1.43,6.52,4.07,4.89,3.87,8.96,4.79,4.89,1.32,4.68
,,,,,,,,,,,,,,,,,,,,
D2738,5.49,2.31,7.8,6.36,3.47,6.94,3.47,3.76,6.36,4.34,2.6,4.91,2.31,6.65,3.47,11.27,7.8,5.78,0.87,4.05
,,,,,,,,,,,,,,,,,,,,
D2740,7.78,7.78,3.33,8.89,5.56,5.56,3.33,6.67,5.56,12.22,3.33,4.44,2.22,4.44,3.33,4.44,3.33,3.33,3.33,1.11
,,,,,,,,,,,,,,,,,,,,
D2742,7.51,1.3,5.78,8.53,3.18,5.06,2.02,5.64,4.19,13.44,2.46,4.19,4.05,4.48,7.51,5.49,5.35,6.36,0.72,2.75
,,,,,,,,,,,,,,,,,,,,
D2744,10.38,0.29,1.46,4.39,1.9,6.14,2.49,4.09,3.07,10.38,1.61,4.97,10.96,13.74,2.92,10.67,5.99,3.8,0.29,0.44
,,,,,,,,,,,,,,,,,,,,
D2746,12.6,0.77,7.71,3.6,4.88,5.4,2.06,4.37,3.6,8.74,2.57,4.11,6.68,3.34,5.66,8.23,5.91,5.66,1.29,2.83
,,,,,,,,,,,,,,,,,,,,
D2748,5.17,0.74,10.84,27.09,0.49,10.59,2.22,2.22,14.29,2.22,1.23,3.2,4.68,3.45,1.72,2.46,2.96,4.19,0,0.25
,,,,,,,,,,,,,,,,,,,,
D2750,7.96,1.45,6.51,7.59,6.87,8.14,2.71,8.14,7.96,6.15,2.17,4.52,4.16,2.17,5.06,3.25,4.34,4.34,1.45,5.06
,,,,,,,,,,,,,,,,,,,,
D2752,7.89,0.88,4.68,7.89,2.05,7.31,2.63,5.26,7.31,11.11,4.39,3.51,2.92,4.39,4.97,6.43,4.68,9.36,0.29,2.05
,,,,,,,,,,,,,,,,,,,,
D2754,7.45,0.62,4.66,9.01,4.04,15.22,1.55,2.8,6.21,8.07,1.55,2.8,3.73,7.76,6.52,6.21,3.73,4.66,0.31,3.11
,,,,,,,,,,,,,,,,,,,,
D2756,6.45,0,4.3,10.75,4.3,6.45,2.15,4.3,15.05,3.23,2.15,6.45,6.45,2.15,8.6,3.23,4.3,7.53,2.15,0
,,,,,,,,,,,,,,,,,,,,
D2758,7.16,1.11,6.66,13.12,1.72,8.58,3.23,2.22,6.96,6.05,1.82,1.51,5.15,5.25,10.8,8.07,3.43,5.05,0.91,1.21
,,,,,,,,,,,,,,,,,,,,
D2760,2.66,0.66,8.47,7.31,6.31,4.49,1.5,7.48,9.97,9.97,2.33,5.15,3.65,3.16,4.82,7.48,4.82,3.65,0.33,5.81
,,,,,,,,,,,,,,,,,,,,
D2762,6.79,0.78,6.36,7.93,2.35,5.31,1.83,4.79,13.85,7.32,2.44,3.75,4.27,3.66,4.27,11.5,4.97,4.53,0.7,2.61
,,,,,,,,,,,,,,,,,,,,
D2764,4.23,0.6,4.64,7.86,6.25,5.24,1.61,6.85,10.08,8.67,1.21,4.84,3.02,3.02,5.04,8.47,7.26,5.04,1.41,4.64
,,,,,,,,,,,,,,,,,,,,
D2766,8.15,0,5.19,7.41,5.93,5.93,1.48,4.44,7.41,6.67,2.22,8.15,1.48,4.44,5.93,7.41,7.41,5.19,0.74,4.44
,,,,,,,,,,,,,,,,,,,,
D2768,8.07,0.93,3.42,3.73,3.42,4.66,6.21,10.25,8.39,9.01,1.55,4.04,3.42,6.21,4.97,7.14,6.52,2.48,2.17,3.42
,,,,,,,,,,,,,,,,,,,,
D2770,9.62,1.33,4.2,7.52,2.99,3.98,3.32,5.09,2.1,15.93,1.88,4.76,2.43,9.18,7.63,6.31,3.87,3.43,1.99,2.43
,,,,,,,,,,,,,,,,,,,,
D2772,6.29,0.33,5.3,8.94,3.97,4.3,2.98,5.96,5.3,8.94,5.63,3.31,5.3,4.3,7.95,6.29,5.3,3.64,1.66,4.3
,,,,,,,,,,,,,,,,,,,,
D2774,6.87,0.76,7.63,6.87,5.34,4.58,2.29,6.11,9.16,9.92,2.29,5.34,2.29,0.76,9.16,6.87,5.34,4.58,0.76,3.05
,,,,,,,,,,,,,,,,,,,,
D2776,10.15,0.9,7.16,3.88,2.39,6.87,3.58,7.16,2.39,11.34,2.09,2.09,5.07,3.28,7.16,8.36,5.97,6.27,1.19,2.69
,,,,,,,,,,,,,,,,,,,,
D2778,7.69,0,5.49,5.49,1.1,9.89,0,5.49,7.69,9.89,5.49,2.2,6.59,3.3,6.59,5.49,4.4,4.4,4.4,4.4
,,,,,,,,,,,,,,,,,,,,
D2780,6.32,0,5.26,11.58,3.16,2.11,1.05,9.47,13.68,13.68,2.11,5.26,3.16,1.05,5.26,4.21,0,7.37,0,5.26
,,,,,,,,,,,,,,,,,,,,
D2782,4.17,1.08,5.76,3.92,2.53,7.91,3.04,3.92,7.97,7.27,2.91,4.24,8.29,4.05,2.91,17.65,6.14,4.36,0.25,1.64
,,,,,,,,,,,,,,,,,,,,
D2784,11.79,1.28,2.82,6.92,3.33,7.95,2.31,5.13,3.85,8.46,2.05,1.28,3.59,2.82,11.79,4.87,6.15,8.21,2.05,3.33
,,,,,,,,,,,,,,,,,,,,
D2786,7.87,1.16,6.25,4.86,5.32,8.56,3.94,2.08,4.17,6.02,1.85,6.94,4.86,5.32,6.48,10.42,5.09,4.86,1.39,2.55
,,,,,,,,,,,,,,,,,,,,
D2788,5.09,1.54,4.17,7.41,4.78,3.09,1.39,6.94,6.79,11.73,1.85,6.17,4.48,3.55,4.48,11.27,5.86,3.24,1.23,4.94
,,,,,,,,,,,,,,,,,,,,
D2790,13.27,2.88,3.1,7.3,2.43,8.85,1.55,2.65,4.2,9.07,1.77,4.2,5.97,6.42,7.3,7.3,6.19,3.76,0.66,1.11
,,,,,,,,,,,,,,,,,,,,
D2792,1.8,1.8,5.41,3.6,5.41,0.9,0.9,11.71,17.12,14.41,1.8,7.21,0,5.41,4.5,6.31,4.5,4.5,0.9,1.8
,,,,,,,,,,,,,,,,,,,,
D2794,7.42,0,5.68,10.04,1.75,2.18,1.31,5.24,6.99,10.48,2.62,3.06,2.18,6.99,10.92,9.17,5.68,3.93,0.87,3.49
,,,,,,,,,,,,,,,,,,,,
D2796,4.74,1.62,4.85,7.87,4.2,3.12,1.83,6.47,8.19,10.88,3.02,4.85,6.47,3.77,4.96,8.51,5.93,4.96,0.75,3.02
,,,,,,,,,,,,,,,,,,,,
D2798,8.94,1.54,5.17,7.82,3.35,4.75,2.65,5.45,5.45,13.41,2.37,2.93,5.17,4.89,7.68,5.03,3.91,5.87,1.4,2.23
,,,,,,,,,,,,,,,,,,,,
D2800,4.16,1.85,5.54,4.16,4.39,13.86,2.77,3.7,7.16,9.24,1.85,6,4.39,2.77,4.16,8.78,6.93,5.77,0.23,2.31
,,,,,,,,,,,,,,,,,,,,
D2802,11.76,0,7.72,6.99,2.21,4.78,0.37,1.84,11.76,4.41,0,11.4,4.78,3.31,7.35,6.99,6.99,5.88,0.37,1.1
,,,,,,,,,,,,,,,,,,,,
D2804,2.97,4.11,7.08,10.5,4.57,3.2,3.65,5.25,6.62,11.42,1.6,5.02,3.42,5.94,5.25,5.25,4.79,4.79,1.14,3.42
,,,,,,,,,,,,,,,,,,,,
D2806,7.47,3.3,4.18,7.47,5.93,4.84,3.3,4.4,6.59,7.25,1.76,6.15,5.27,2.42,6.15,6.15,4.4,6.59,0.44,5.93
,,,,,,,,,,,,,,,,,,,,
D2808,6.05,0.32,2.55,7.96,5.73,4.14,5.41,6.05,7.96,12.1,1.91,3.18,4.14,5.73,2.87,8.6,4.78,5.1,0.96,4.46
,,,,,,,,,,,,,,,,,,,,
D2810,6.62,0,4.88,8.36,3.48,3.48,4.53,6.27,7.67,11.15,2.44,6.27,1.74,3.14,7.32,8.01,3.48,5.92,2.09,3.14
,,,,,,,,,,,,,,,,,,,,
D2812,5.48,0.55,4.25,2.47,3.97,3.56,1.64,4.79,4.79,5.89,2.33,14.38,5.21,5.07,4.25,19.32,6.71,3.56,0.55,1.23
,,,,,,,,,,,,,,,,,,,,
D2814,3.57,0.89,4.71,5.61,4.2,4.2,1.15,6.62,7.01,9.3,1.27,8.79,7.13,4.71,3.95,12.87,6.11,4.46,0.89,2.55
,,,,,,,,,,,,,,,,,,,,
D2816,14.47,1.47,6.71,5.45,2.73,6.08,1.89,4.19,1.89,10.06,2.52,3.14,1.89,4.4,11.32,7.34,4.19,5.24,1.68,3.35
,,,,,,,,,,,,,,,,,,,,
D2818,9.82,1.05,3.86,6.67,2.81,5.26,1.4,6.67,6.67,11.93,2.11,2.46,0.7,6.67,5.26,11.58,7.02,5.96,0.35,1.75
,,,,,,,,,,,,,,,,,,,,
D2820,8.19,0.96,4.58,2.89,4.58,8.92,2.41,1.2,1.93,5.78,3.13,3.61,10.84,3.37,7.71,12.53,7.71,6.51,0.48,2.65
,,,,,,,,,,,,,,,,,,,,
D2822,4.97,0.33,2.98,7.95,3.97,3.31,4.64,7.28,6.29,6.95,3.31,4.3,8.61,7.95,4.3,5.3,5.63,5.63,1.66,4.64
,,,,,,,,,,,,,,,,,,,,
D2824,6.82,0.66,3.81,8.79,4.99,4.2,3.28,6.56,11.15,14.57,1.97,5.51,3.81,3.67,2.62,6.69,3.81,4.2,0.26,2.62
,,,,,,,,,,,,,,,,,,,,
D2826,6.94,0,6.29,14.75,2.82,3.9,4.34,1.08,6.29,13.23,2.17,2.82,5.21,7.59,8.03,2.82,4.34,5.21,0.43,1.74
,,,,,,,,,,,,,,,,,,,,
D2828,4.12,2.3,6.03,7.38,3.45,3.74,2.68,6.13,9.67,8.72,2.2,4.89,5.36,3.07,7.18,8.24,5.65,5.65,1.15,2.39
,,,,,,,,,,,,,,,,,,,,
D2830,6.59,1.57,5.97,5.65,3.77,3.3,3.3,4.4,5.49,10.99,3.14,6.59,3.77,5.97,3.77,9.89,6.75,3.92,0.94,4.24
,,,,,,,,,,,,,,,,,,,,
D2832,5.92,0.59,7.1,11.24,2.96,2.37,0.59,7.1,8.28,10.65,4.73,1.18,2.37,5.92,10.65,5.92,4.73,4.14,0.59,2.96
,,,,,,,,,,,,,,,,,,,,
D2834,5.98,1.09,6.34,5.8,3.99,6.16,3.8,2.9,5.43,10.87,3.44,7.97,5.25,6.34,4.17,8.88,3.8,5.43,0.91,1.45
,,,,,,,,,,,,,,,,,,,,
D2836,6.79,1.23,4.53,5.76,3.29,5.35,1.65,3.91,6.17,9.05,1.44,6.17,7.61,9.05,3.91,10.91,6.38,4.94,0.41,1.44
,,,,,,,,,,,,,,,,,,,,
D2838,5.71,1.43,5.71,4.29,2.86,11.43,1.43,7.14,5.71,10,2.86,4.29,2.86,1.43,8.57,8.57,7.14,7.14,0,1.43
,,,,,,,,,,,,,,,,,,,,
D2840,6.31,2.91,6.07,6.07,5.83,3.64,2.67,5.1,6.07,9.47,3.88,4.37,4.61,4.13,7.52,7.28,6.55,5.58,0.49,1.46
,,,,,,,,,,,,,,,,,,,,
D2842,8.08,1.01,5.05,14.14,0,1.01,1.01,10.1,11.11,7.07,5.05,4.04,1.01,2.02,6.06,4.04,8.08,9.09,0,2.02
,,,,,,,,,,,,,,,,,,,,
D2844,9.77,4.69,5.08,7.42,3.12,5.86,1.95,4.69,1.56,13.67,2.73,1.17,2.73,2.34,9.77,8.59,4.69,8.2,0.78,1.17
,,,,,,,,,,,,,,,,,,,,
D2846,3.88,1.24,8.37,13.02,2.02,7.75,0.31,10.7,8.22,8.53,1.71,4.81,1.24,0.62,6.98,3.1,4.65,8.37,0.93,3.57
,,,,,,,,,,,,,,,,,,,,
D2848,11.77,2.63,1.11,8.45,2.77,11.36,4.57,0.28,2.49,8.59,0.83,0.83,14.4,4.02,10.25,8.73,2.91,2.08,0.83,1.11
,,,,,,,,,,,,,,,,,,,,
D2850,3.48,0.73,6.39,5.66,4.93,5.22,1.89,6.82,5.95,10.45,2.9,6.68,5.81,5.22,4.64,8.85,5.37,5.22,1.31,2.47
,,,,,,,,,,,,,,,,,,,,
D2852,7.41,1.23,2.47,7.41,1.23,3.7,0,2.47,6.17,14.81,3.7,4.94,6.17,6.17,8.64,7.41,4.94,6.17,2.47,2.47
,,,,,,,,,,,,,,,,,,,,
D2854,9.13,0.38,6.46,5.7,3.42,4.18,1.9,5.7,6.08,11.41,2.28,3.04,4.18,8.75,4.18,7.22,3.8,7.6,1.14,3.42
,,,,,,,,,,,,,,,,,,,,
D2856,5.03,0.63,5.66,8.18,3.77,6.29,0.63,8.18,13.21,13.21,1.89,3.14,1.89,2.52,6.92,4.4,1.89,6.29,1.89,4.4
,,,,,,,,,,,,,,,,,,,,
D2858,4.34,0.32,5.47,11.58,4.34,6.75,1.93,8.68,7.72,8.2,0.96,3.38,6.43,2.09,3.86,5.47,3.86,9.81,0.48,4.34
,,,,,,,,,,,,,,,,,,,,
D2860,6.64,0.95,6.07,5.88,3.61,7.59,1.9,4.74,5.31,7.97,3.42,5.31,7.59,8.73,3.61,9.68,3.61,5.31,1.14,0.95
,,,,,,,,,,,,,,,,,,,,
D2862,6.68,2.15,5.89,4.76,4.76,5.1,3.28,4.42,3.96,9.51,2.15,3.85,7.13,8.72,4.98,9.63,5.1,4.3,0.79,2.83
,,,,,,,,,,,,,,,,,,,,
D2864,6.02,0.26,5.5,9.69,3.14,6.81,2.09,6.54,9.95,10.21,1.83,3.66,4.71,3.4,5.76,3.4,4.45,5.76,1.57,5.24
,,,,,,,,,,,,,,,,,,,,
D2866,4.61,0.75,8.47,8.97,2.74,4.98,2.24,5.85,7.72,11.96,2.12,8.84,4.11,4.61,3.11,8.22,4.73,3.24,0.62,2.12
,,,,,,,,,,,,,,,,,,,,
D2868,5.07,2,5.07,8.14,4.15,4.92,1.38,10.45,10.91,9.98,2.61,6.3,3.23,1.84,5.99,3.99,3.07,5.07,0.61,5.22
,,,,,,,,,,,,,,,,,,,,
D2870,3.15,0,3.94,12.6,2.36,3.15,0,18.9,10.24,7.87,1.57,3.15,0.79,2.36,7.09,8.66,3.94,5.51,0.79,3.94
,,,,,,,,,,,,,,,,,,,,
D2872,3.92,2.05,5.6,6.34,4.57,5.04,2.43,9.33,5.04,9.89,2.24,6.16,3.26,3.26,3.45,9.98,5.22,7.65,0.65,3.92
,,,,,,,,,,,,,,,,,,,,
D2874,6.01,1.67,4.13,6.67,4.42,14.57,1.81,5.94,4.71,7.46,2.17,4.78,5.22,3.77,5.51,6.3,3.99,5.94,0.8,4.13
,,,,,,,,,,,,,,,,,,,,
D2876,7.48,0.93,1.87,6.54,0,4.67,0.93,7.48,10.28,9.35,0.93,5.61,6.54,6.54,11.21,7.48,3.74,4.67,1.87,1.87
,,,,,,,,,,,,,,,,,,,,
D2878,13.98,0.72,6.02,5.78,2.41,5.78,1.93,3.86,2.41,11.81,1.2,1.93,3.86,4.1,9.64,5.06,7.95,7.23,1.93,2.41
,,,,,,,,,,,,,,,,,,,,
D2880,12.48,0.49,6.56,6.48,2.03,8.51,2.19,4.05,2.11,10.62,2.03,1.13,5.92,3.57,8.67,4.62,6.65,9.24,0.81,1.86
,,,,,,,,,,,,,,,,,,,,
D2882,3.6,6.31,9.01,5.41,1.8,2.7,6.31,3.6,0.9,11.71,1.8,4.5,4.5,10.81,4.5,7.21,6.31,9.01,0,0
,,,,,,,,,,,,,,,,,,,,
D2884,5.8,0.24,6.52,13.77,3.86,10.14,0.72,2.66,9.18,2.42,0.97,4.11,3.14,1.69,5.8,20.53,3.62,2.9,0.48,1.45
,,,,,,,,,,,,,,,,,,,,
D2886,7.02,4.39,5.26,3.51,4.39,2.63,0.88,5.26,7.02,7.02,2.63,5.26,7.89,8.77,4.39,8.77,7.02,5.26,0,2.63
,,,,,,,,,,,,,,,,,,,,
